date,tweet_count,daily_sent,elonmusk,michael_saylor,binance,investingcom,charliebilello,peterlbrandt,raoulgmi,coinmarketcap,apompliano,cashapp
2020-05-23,10,0.28803999999999996,0,0,0,0,0,0,0,0,0,0
2020-05-22,58,0.35817586206896546,0,0,4,0,0,0,0,2,0,0
2020-05-21,22,0.2822454545454545,0,0,4,0,0,0,0,0,0,0
2020-05-20,28,0.23294285714285715,0,0,2,0,0,0,0,2,0,0
2020-05-19,24,0.17978333333333332,0,0,0,0,0,0,0,0,0,0
2020-05-18,26,-0.027538461538461536,0,0,2,0,0,0,0,0,0,0
2020-05-17,12,0.09216666666666666,0,0,0,0,0,0,0,0,0,0
2020-05-16,10,0.54592,0,0,0,0,0,0,0,0,0,0
2020-05-15,20,0.31687000000000004,0,0,0,0,0,0,0,0,0,0
2020-05-14,8,0.198725,0,0,2,0,0,0,0,0,0,0
2020-05-13,24,0.2109416666666667,0,0,0,0,0,0,0,0,0,0
2020-05-12,44,0.0881909090909091,0,0,10,0,0,0,0,2,0,0
2020-05-11,86,0.15300232558139534,0,0,12,0,0,0,0,0,0,0
2020-05-10,40,0.04456,0,0,2,0,0,0,0,0,0,0
2020-05-09,12,0.07218333333333332,0,0,0,0,0,0,0,0,0,0
2020-05-08,44,0.2271272727272727,0,0,0,2,0,0,2,0,0,0
2020-05-07,36,-0.06189444444444446,0,0,2,0,0,0,0,0,2,0
2020-05-06,20,0.25642,0,0,4,0,0,0,0,0,0,0
2020-05-05,18,0.15838888888888894,0,0,0,0,0,0,0,0,0,0
2020-05-04,18,0.3184,0,0,0,0,0,0,0,2,0,0
2020-05-03,12,0.34125000000000005,0,0,0,0,0,0,0,0,0,0
2020-05-02,6,-0.25553333333333333,0,0,0,0,0,0,0,0,0,0
2020-05-01,16,0.24580000000000002,0,0,0,0,0,0,0,0,0,0
2020-04-30,36,0.38896666666666674,0,0,2,0,0,2,0,2,0,0
2020-04-29,42,0.20345714285714284,0,0,6,0,0,0,0,0,0,0
2020-04-28,16,0.21578750000000002,0,0,0,0,0,0,0,2,0,0
2020-04-27,14,-0.0429142857142857,0,0,2,0,0,0,0,0,0,0
2020-04-26,12,0.231,0,0,0,0,0,0,0,0,0,0
2020-04-25,10,0.23152,0,0,2,0,0,0,0,0,0,0
2020-04-24,24,0.3788916666666666,0,0,0,0,0,0,0,0,0,0
2020-04-23,20,0.15332,0,0,0,0,0,2,0,0,0,0
2020-04-22,16,0.26998750000000005,0,0,0,0,0,0,0,0,0,0
2020-04-21,16,0.09263749999999998,0,0,2,0,0,2,0,0,0,0
2020-04-20,16,-0.10482500000000003,0,0,0,0,0,2,0,0,0,0
2020-04-19,10,-0.02702,0,0,2,0,0,0,0,0,0,0
2020-04-18,4,0.0,0,0,0,0,0,0,0,0,0,0
2020-04-17,20,0.28481,0,0,0,0,0,0,0,2,0,0
2020-04-16,14,0.17627142857142858,0,0,0,0,0,0,0,0,0,0
2020-04-15,12,-0.1828,0,0,2,0,0,0,0,0,0,0
2020-04-14,20,0.009550000000000012,0,0,0,0,0,0,0,0,0,0
2020-04-13,14,0.04878571428571427,0,0,0,0,0,0,0,0,0,0
2020-04-12,6,0.17046666666666666,0,0,2,0,0,0,0,0,0,0
2020-04-11,6,-0.03000000000000001,0,0,0,0,0,0,0,0,0,0
2020-04-10,26,0.15132307692307692,0,0,0,0,0,0,0,2,0,0
2020-04-09,12,-0.062149999999999976,0,0,2,0,0,0,0,0,0,0
2020-04-08,8,0.100475,0,0,2,0,0,0,0,0,0,0
2020-04-07,12,0.0541,0,0,2,0,0,0,0,0,0,0
2020-04-06,8,0.534725,0,0,0,0,0,0,0,0,0,0
2020-04-05,6,-0.07366666666666666,0,0,0,0,0,0,0,0,0,0
2020-04-03,22,0.3676272727272728,0,0,2,0,0,0,2,0,0,0
2020-04-02,18,0.15934444444444443,0,0,2,0,0,0,4,0,2,0
2020-04-01,16,0.591625,0,0,0,0,0,0,0,2,0,0
2020-03-31,6,0.2966,0,0,0,0,0,0,0,0,0,0
2020-03-30,12,0.1172333333333333,0,0,0,0,0,0,4,0,0,0
2020-03-29,10,0.09212000000000001,0,0,2,0,0,0,0,0,0,0
2020-03-28,2,-0.1742,0,0,0,0,0,0,0,0,0,0
2020-03-27,10,0.30877999999999994,0,0,0,0,0,2,2,0,0,0
2020-03-26,12,0.010833333333333342,0,0,0,0,0,0,0,0,0,0
2020-03-25,10,0.014440000000000026,0,0,2,0,0,0,0,0,0,0
2020-03-24,20,0.01739,0,0,2,0,0,0,0,0,0,0
2020-03-23,16,-0.104325,0,0,0,0,0,0,0,0,0,0
2020-03-22,10,0.18574000000000002,0,0,0,0,0,0,0,0,0,0
2020-03-21,10,0.38442,0,0,2,0,0,0,0,0,0,0
2020-03-20,8,0.49429999999999996,0,0,0,0,0,0,0,2,0,0
2020-03-19,20,0.23381000000000002,0,0,2,0,0,0,2,2,0,0
2020-03-18,12,0.048916666666666664,0,0,0,0,0,0,0,0,0,0
2020-03-17,20,0.06513000000000002,0,0,0,0,0,2,0,0,4,0
2020-03-16,14,-0.048385714285714296,0,0,2,0,0,0,0,0,0,0
2020-03-15,10,0.3725,0,0,0,0,0,0,0,0,0,0
2020-03-14,20,0.44354000000000005,0,0,0,0,0,0,0,0,0,0
2020-03-13,40,-0.044259999999999994,0,0,4,0,0,0,2,0,0,0
2020-03-12,30,0.16233333333333333,0,0,0,0,0,0,0,0,0,0
2020-03-11,20,0.10017000000000001,0,0,0,0,0,0,0,0,0,0
2020-03-10,12,0.1437833333333333,0,0,0,0,0,0,0,0,0,0
2020-03-09,22,0.11074545454545458,0,0,2,0,0,0,2,0,0,0
2020-03-08,18,-0.12299999999999997,0,0,2,0,0,0,0,0,0,0
2020-03-07,8,0.045125,0,0,0,0,0,0,0,0,2,0
2020-03-06,10,0.28792000000000006,0,0,0,0,0,0,0,0,0,0
2020-03-05,6,0.6100333333333333,0,0,0,0,0,0,0,0,0,0
2020-03-04,14,0.10124285714285715,0,0,2,0,0,0,0,0,0,0
2020-03-03,20,0.38293,0,0,2,0,0,0,0,0,0,0
2020-03-02,10,0.052480000000000006,0,0,2,0,0,0,0,2,0,0
2020-03-01,12,-0.07551666666666665,0,0,0,0,0,0,0,0,0,0
2020-02-29,14,0.10470000000000002,0,0,0,0,0,0,0,0,6,0
2020-02-28,10,0.2648,0,0,2,0,0,0,0,0,0,2
2020-02-27,18,0.11225555555555555,0,0,2,0,0,0,0,0,0,0
2020-02-26,12,0.2353333333333333,0,0,0,0,0,0,0,0,0,0
2020-02-25,20,0.17167000000000002,0,0,0,0,0,0,0,0,0,0
2020-02-24,26,0.23996153846153845,0,0,0,0,0,0,0,0,0,0
2020-02-23,8,0.40272499999999994,0,0,0,0,0,0,0,0,0,0
2020-02-22,2,0.128,0,0,0,0,0,0,0,0,0,0
2020-02-21,28,0.2573285714285714,0,0,0,0,0,0,0,0,0,0
2020-02-20,18,0.4809222222222222,0,0,0,0,0,0,0,0,0,0
2020-02-19,18,0.09187777777777775,0,0,0,0,0,0,0,0,0,0
2020-02-18,20,0.35059,0,0,0,0,0,0,0,0,0,0
2020-02-17,4,0.12384999999999999,0,0,2,0,0,0,0,0,0,0
2020-02-16,10,0.21014,0,0,0,0,0,0,0,0,0,0
2020-02-15,12,0.26326666666666665,0,0,0,0,0,0,0,0,0,0
2020-02-14,10,0.64934,0,0,0,0,0,0,0,0,0,0
2020-02-13,8,0.35369999999999996,0,0,0,0,0,0,2,0,0,0
2020-02-12,12,-0.24609999999999999,0,0,2,0,0,0,2,0,0,0
2020-02-11,28,0.26300714285714283,0,0,2,0,0,0,0,0,0,0
2020-02-10,8,0.6563000000000001,0,0,0,0,0,0,0,0,0,0
2020-02-09,8,0.145825,0,0,2,0,0,0,0,2,0,0
2020-02-08,10,0.29440000000000005,0,0,0,0,0,0,0,0,0,0
2020-02-07,10,0.25662,0,0,0,0,0,0,0,0,0,0
2020-02-06,24,0.07765833333333334,0,0,0,0,0,0,0,0,0,0
2020-02-05,18,0.08974444444444446,0,0,0,0,2,0,0,0,2,0
2020-02-04,14,-0.043014285714285706,0,0,0,0,0,0,0,0,0,0
2020-02-03,14,0.10797142857142858,0,0,2,0,0,0,0,0,0,0
2020-02-02,14,0.08314285714285716,0,0,0,0,0,0,0,0,0,0
2020-02-01,4,0.4064,0,0,0,0,0,0,0,0,0,0
2020-01-31,16,0.0403375,0,0,2,0,0,0,2,0,0,0
2020-01-30,16,0.0566,0,0,2,0,0,0,0,2,0,0
2020-01-29,20,0.25615,0,0,0,0,0,0,0,0,0,0
2020-01-28,30,0.3084999999999999,0,0,0,0,0,0,2,0,0,0
2020-01-27,16,0.39098750000000004,0,0,2,0,0,0,0,0,0,0
2020-01-26,6,0.11296666666666666,0,0,0,0,0,0,0,0,0,0
2020-01-25,2,0.4767,0,0,2,0,0,0,0,0,0,0
2020-01-24,14,0.4103142857142857,0,0,0,0,0,2,0,0,0,0
2020-01-23,4,0.09764999999999999,0,0,2,0,0,0,0,0,0,0
2020-01-22,10,0.40940000000000004,0,0,2,0,0,0,0,0,0,0
2020-01-21,14,0.20798571428571427,0,0,0,0,0,0,0,0,0,0
2020-01-20,16,-0.06422499999999998,0,0,0,0,0,0,0,0,0,0
2020-01-19,6,0.3069,0,0,0,0,0,0,0,0,0,0
2020-01-18,2,-0.5563,0,0,0,0,0,0,0,0,0,0
2020-01-17,8,0.07015,0,0,0,0,0,0,0,0,0,0
2020-01-16,14,-0.1363857142857143,0,0,0,0,0,0,0,0,0,0
2020-01-15,18,0.5077888888888888,0,0,0,0,0,0,0,0,0,0
2020-01-14,30,0.18586000000000003,0,0,0,0,0,0,0,0,2,0
2020-01-13,18,0.37287777777777775,0,0,0,0,0,0,0,0,0,0
2020-01-12,2,0.6486,0,0,0,0,0,0,0,0,0,0
2020-01-11,16,0.20013750000000002,0,0,0,0,0,0,0,0,0,0
2020-01-10,8,0.238425,0,0,0,0,0,0,0,0,0,0
2020-01-09,18,0.10388888888888886,0,0,0,0,0,0,0,0,0,0
2020-01-08,24,-0.0583,0,0,0,0,0,2,0,0,0,0
2020-01-07,24,0.15435833333333335,0,0,0,0,0,0,2,0,0,0
2020-01-06,12,0.5341,0,0,0,0,0,0,2,0,0,0
2020-01-05,18,-0.022411111111111118,0,0,2,0,0,0,0,0,2,0
2020-01-04,4,0.72125,0,0,0,0,0,0,0,0,0,0
2020-01-03,18,0.49244444444444446,0,0,0,0,0,0,0,0,0,0
2020-01-02,8,0.13665,0,0,0,0,0,0,0,0,2,0
2020-01-01,8,-0.17670000000000002,0,0,0,0,0,0,0,0,0,0
2019-12-31,14,0.47495714285714286,0,0,0,0,0,0,0,0,0,0
2019-12-30,8,0.0511,0,0,0,0,0,0,0,0,0,0
2019-12-29,18,-0.1795888888888889,0,0,2,0,0,0,0,0,0,0
2019-12-28,6,-0.2587333333333333,0,0,0,0,0,0,0,0,0,0
2019-12-27,18,0.016866666666666655,0,0,0,0,0,0,0,0,0,0
2019-12-26,6,-0.09413333333333333,0,0,0,0,0,0,0,0,0,0
2019-12-25,12,-0.053433333333333326,0,0,0,0,0,0,0,0,0,0
2019-12-24,2,-0.1154,0,0,0,0,0,0,0,0,0,0
2019-12-23,10,0.013580000000000005,0,0,0,0,0,0,0,0,2,0
2019-12-22,2,-0.4019,0,0,0,0,0,0,0,0,0,0
2019-12-21,2,0.4404,0,0,0,0,0,0,0,0,0,0
2019-12-20,12,0.22383333333333333,0,0,0,0,0,0,0,0,0,0
2019-12-19,8,-0.006150000000000003,0,0,0,0,0,0,0,0,0,0
2019-12-18,22,0.11834545454545455,0,0,2,0,0,2,0,0,0,0
2019-12-17,26,0.2928615384615384,0,0,0,0,0,0,0,0,0,0
2019-12-16,24,0.16446666666666668,0,0,0,0,0,0,0,0,0,0
2019-12-15,4,-0.01050000000000001,0,0,0,0,0,0,0,0,0,0
2019-12-14,2,0.5719,0,0,0,0,0,0,0,0,0,0
2019-12-13,12,0.2471833333333333,0,0,0,0,0,0,0,0,0,0
2019-12-12,12,-0.04248333333333332,0,0,0,0,0,0,0,0,0,0
2019-12-11,10,0.09059999999999999,0,0,0,0,0,0,0,0,0,0
2019-12-10,22,0.03253636363636362,0,0,0,0,0,0,0,0,2,0
2019-12-09,12,-0.21511666666666662,0,0,0,0,0,0,0,0,0,0
2019-12-08,4,0.2294,0,0,0,0,0,2,0,0,0,0
2019-12-07,4,0.32985,0,0,0,0,0,0,0,0,0,0
2019-12-06,8,-0.3749,0,0,0,0,0,0,0,0,0,0
2019-12-05,8,0.2522,0,0,0,0,0,0,0,0,0,0
2019-12-04,10,0.05552,0,0,0,0,0,0,0,0,0,0
2019-12-03,4,0.47424999999999995,0,0,0,0,0,0,0,0,0,0
2019-12-02,10,0.12204,0,0,0,0,0,0,0,0,0,0
2019-12-01,2,-0.7003,0,0,0,0,0,0,0,0,0,0
2019-11-30,6,0.5600333333333334,0,0,0,0,0,0,0,0,2,0
2019-11-29,12,-0.01605000000000001,0,0,0,0,0,0,0,0,2,0
2019-11-28,2,0.3182,0,0,0,0,0,0,0,0,0,0
2019-11-27,18,0.3596222222222222,0,0,0,0,0,0,0,0,0,0
2019-11-26,14,-0.04484285714285714,0,0,0,0,0,0,0,0,0,0
2019-11-25,10,0.08038,0,0,0,0,0,0,0,2,0,0
2019-11-24,4,-0.009450000000000014,0,0,0,0,0,0,0,0,0,0
2019-11-23,12,0.0008166666666666692,0,0,0,0,0,0,0,0,0,0
2019-11-22,16,-0.10042499999999999,0,0,0,0,0,0,0,0,0,0
2019-11-21,20,0.06078999999999999,0,0,0,0,0,0,0,0,0,0
2019-11-20,14,0.1486,0,0,0,0,0,0,0,0,0,0
2019-11-19,22,0.2485454545454546,0,0,0,0,0,0,0,0,0,0
2019-11-18,18,-0.08843333333333334,0,0,0,0,0,0,0,0,0,0
2019-11-17,10,-0.13604000000000002,0,0,0,0,0,0,0,0,0,0
2019-11-16,4,0.41355,0,0,0,0,0,0,0,0,0,0
2019-11-15,10,0.06258,0,0,0,0,0,0,0,0,0,0
2019-11-14,12,0.4866000000000001,0,0,2,0,0,0,0,0,0,0
2019-11-13,6,0.4391333333333334,0,0,0,0,0,0,0,0,0,0
2019-11-12,10,0.39326,0,0,0,0,0,0,0,0,2,0
2019-11-11,12,0.29195,0,0,0,0,0,0,0,0,0,0
2019-11-10,12,0.3396333333333333,0,0,0,0,0,0,0,0,0,0
2019-11-09,10,0.4229399999999999,0,0,0,0,0,0,0,0,2,0
2019-11-08,20,0.20639,0,0,0,0,0,0,0,0,0,0
2019-11-07,10,0.4676,0,0,0,0,0,2,0,0,0,0
2019-11-06,4,-0.125,0,0,0,0,0,0,0,0,0,0
2019-11-05,6,0.29473333333333335,0,0,0,0,0,0,0,0,0,0
2019-11-04,14,0.18195714285714285,0,0,0,0,0,0,0,0,0,0
2019-11-03,6,0.3858333333333333,0,0,2,0,0,0,0,0,0,0
2019-11-02,10,0.59756,0,0,0,0,0,0,0,0,0,0
2019-11-01,8,0.211275,0,0,0,0,0,0,0,0,0,0
2019-10-31,26,0.5202692307692307,0,0,4,0,0,2,0,0,0,0
2019-10-30,8,-0.12435000000000002,0,0,0,0,0,0,0,0,0,0
2019-10-29,20,0.33082,0,0,0,0,0,0,0,0,0,0
2019-10-28,8,0.22095,0,0,0,0,0,0,0,0,0,0
2019-10-27,10,-0.0129,0,0,0,0,0,2,0,0,0,0
2019-10-26,24,0.2192583333333333,0,0,4,0,0,0,0,0,2,0
2019-10-25,20,0.13538999999999998,0,0,0,0,0,0,2,0,0,0
2019-10-24,24,0.21715833333333334,0,0,0,0,2,0,0,0,0,0
2019-10-23,26,0.11053076923076924,0,0,0,0,0,0,0,0,0,0
2019-10-22,8,0.184075,0,0,0,0,0,0,0,0,0,0
2019-10-21,2,-0.2263,0,0,0,0,0,0,0,0,2,0
2019-10-20,10,0.13398,0,0,0,0,0,0,0,0,0,0
2019-10-19,8,0.41269999999999996,0,0,0,0,0,0,0,0,2,0
2019-10-18,14,0.22428571428571434,0,0,0,0,0,0,0,0,0,0
2019-10-17,16,0.5043875,0,0,0,0,0,0,4,0,0,0
2019-10-16,10,0.05388,0,0,0,0,0,0,0,0,0,0
2019-10-15,10,0.16774,0,0,0,0,0,0,0,0,0,0
2019-10-14,8,0.16605000000000003,0,0,0,0,0,0,0,0,0,0
2019-10-13,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-12,2,0.5719,0,0,0,0,0,0,0,0,0,0
2019-10-11,4,0.3472,0,0,0,0,0,0,0,0,0,0
2019-10-10,12,0.24473333333333333,0,0,0,0,0,0,0,0,0,0
2019-10-09,12,0.2315,0,0,0,0,0,0,0,0,0,0
2019-10-08,14,0.017157142857142847,0,0,0,0,0,0,0,0,0,0
2019-10-07,10,0.32189999999999996,0,0,0,0,0,0,0,0,0,0
2019-10-05,6,0.1589,0,0,0,0,0,0,0,0,0,0
2019-10-04,6,0.06743333333333333,0,0,0,0,0,0,0,0,0,0
2019-10-03,8,-0.085175,0,0,0,0,0,0,0,0,0,0
2019-10-01,8,-0.175525,0,0,2,0,0,0,0,0,0,0
2019-09-30,8,0.298075,0,0,0,0,0,0,0,0,0,0
2019-09-29,6,-0.1953,0,0,0,0,0,0,0,0,2,0
2019-09-28,8,0.17235,0,0,2,0,0,0,0,0,0,0
2019-09-27,20,0.10176,0,0,0,0,0,0,0,0,0,0
2019-09-26,24,0.18106666666666668,0,0,0,0,0,0,0,0,0,0
2019-09-25,28,0.07925000000000001,0,0,0,2,0,0,0,0,0,0
2019-09-24,26,0.21101538461538458,0,0,0,0,0,0,2,0,4,0
2019-09-23,12,0.0068333333333333345,0,0,0,0,0,0,0,0,0,0
2019-09-22,8,0.269575,0,0,0,0,0,0,2,0,0,0
2019-09-21,6,-0.24636666666666665,0,0,0,0,0,2,0,0,0,0
2019-09-20,20,0.10770999999999997,0,0,0,0,0,0,0,0,0,0
2019-09-19,10,0.22468,0,0,0,0,0,2,0,0,0,0
2019-09-18,38,0.20538947368421057,0,0,0,0,0,0,0,2,0,0
2019-09-17,16,0.21597500000000003,0,0,0,0,0,0,0,0,2,0
2019-09-16,8,0.15582500000000002,0,0,0,0,0,0,2,0,0,0
2019-09-15,10,0.11754000000000002,0,0,0,0,0,0,0,0,2,0
2019-09-14,4,0.7119,0,0,0,0,0,0,0,0,0,0
2019-09-13,8,0.49317500000000003,0,0,4,0,0,0,0,0,0,0
2019-09-12,4,0.2781,0,0,0,0,0,0,0,0,0,0
2019-09-11,20,-0.09997,0,0,0,0,0,0,0,0,0,0
2019-09-10,8,0.16620000000000001,0,0,0,0,0,0,0,0,0,0
2019-09-09,10,0.04975999999999999,0,0,0,0,0,0,0,0,0,0
2019-09-08,6,0.3705,0,0,0,0,0,0,0,0,0,0
2019-09-07,8,-0.09619999999999998,0,0,0,0,0,2,0,0,0,0
2019-09-06,18,0.15089999999999998,0,0,0,0,0,0,0,0,0,0
2019-09-05,10,0.06296000000000002,0,0,0,0,0,0,0,2,2,0
2019-09-04,18,0.09752222222222223,0,0,0,0,0,0,0,0,0,0
2019-09-03,14,0.3353571428571428,0,0,0,0,0,2,0,0,0,0
2019-09-02,6,0.10106666666666665,0,0,2,0,0,0,0,0,0,0
2019-09-01,12,0.5695166666666667,0,0,0,0,0,0,2,0,0,0
2019-08-31,8,-0.07922500000000002,0,0,0,0,0,0,0,0,0,0
2019-08-30,8,0.048925,0,0,0,0,0,0,0,0,0,0
2019-08-29,10,0.13313999999999998,0,0,0,2,0,0,0,0,0,0
2019-08-28,12,-0.07206666666666668,0,0,0,0,0,0,0,0,0,0
2019-08-27,10,0.20391999999999996,0,0,0,0,0,0,0,0,0,0
2019-08-26,8,0.5367250000000001,0,0,0,0,0,0,0,0,0,0
2019-08-25,10,-0.14318,0,0,0,0,0,0,0,0,0,0
2019-08-24,4,0.30495,0,0,0,0,0,0,0,0,0,0
2019-08-23,18,0.1193777777777778,0,0,0,0,0,0,0,0,0,0
2019-08-22,10,-0.07576000000000002,0,0,0,0,0,0,0,0,0,0
2019-08-21,14,0.09330000000000001,0,0,0,0,0,0,0,0,0,0
2019-08-20,24,-0.042483333333333324,0,0,0,0,0,0,0,0,0,0
2019-08-19,4,-0.30345,0,0,0,0,0,0,0,0,0,0
2019-08-18,8,-0.057675,0,0,0,0,0,0,0,0,0,0
2019-08-17,8,0.416275,0,0,0,0,0,0,0,0,2,0
2019-08-16,10,0.29603999999999997,0,0,0,0,0,0,0,0,0,0
2019-08-15,12,0.2590833333333333,0,0,0,0,0,2,0,0,4,0
2019-08-14,16,0.022787499999999992,0,0,0,0,0,0,0,0,0,0
2019-08-13,16,0.21467500000000003,0,0,0,0,0,0,0,0,2,0
2019-08-12,8,-0.17252499999999998,0,0,0,2,0,0,0,0,0,0
2019-08-11,2,0.2263,0,0,0,0,0,0,0,0,0,0
2019-08-10,4,0.41915,0,0,0,0,0,0,0,0,2,0
2019-08-09,22,0.15117272727272726,0,0,0,0,0,0,0,0,2,0
2019-08-08,10,-0.0043999999999999925,0,0,0,0,0,0,0,0,0,0
2019-08-07,8,0.47702500000000003,0,0,0,0,0,0,2,0,2,0
2019-08-06,18,0.07416666666666666,0,0,0,0,0,0,2,0,0,0
2019-08-05,30,0.1481533333333333,0,0,0,0,0,0,0,0,2,0
2019-08-04,10,0.36760000000000004,0,0,2,0,0,0,0,0,0,0
2019-08-03,6,0.6072000000000001,0,0,0,0,0,0,0,0,2,0
2019-08-02,10,0.153,0,0,0,0,0,0,2,0,0,0
2019-08-01,12,0.2742,0,0,0,0,0,0,0,0,0,0
2019-07-31,24,0.23348333333333335,0,0,0,0,2,0,0,0,2,0
2019-07-30,24,0.03402500000000001,0,0,0,0,0,0,0,0,0,0
2019-07-29,18,0.32165555555555553,0,0,4,0,0,0,0,0,0,0
2019-07-28,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-07-27,8,0.34814999999999996,0,0,0,0,0,0,0,0,0,0
2019-07-26,10,0.43794000000000005,0,0,0,0,0,0,0,0,0,2
2019-07-25,12,0.0929,0,0,2,0,0,0,0,0,0,0
2019-07-24,22,0.032981818181818175,0,0,0,0,0,0,0,0,0,0
2019-07-23,16,-0.0185625,0,0,0,0,0,0,2,0,0,0
2019-07-22,2,-0.4767,0,0,0,0,0,0,0,0,0,0
2019-07-21,6,0.09046666666666665,0,0,0,0,0,0,0,0,0,0
2019-07-20,10,0.19228,0,0,0,0,0,0,0,0,0,0
2019-07-19,10,0.0763,0,0,0,0,0,0,0,0,0,0
2019-07-18,26,0.1248,0,0,0,2,0,0,0,0,0,0
2019-07-17,26,-0.036161538461538474,0,0,0,4,0,0,0,0,0,0
2019-07-16,34,0.24752941176470578,0,0,2,0,0,0,0,0,0,0
2019-07-15,18,0.04902222222222221,0,0,0,0,0,0,0,0,0,0
2019-07-14,4,0.1849,0,0,0,2,0,0,0,0,0,0
2019-07-13,14,0.01812857142857143,0,0,0,0,0,0,0,0,2,0
2019-07-12,34,0.06081176470588236,0,0,0,0,0,0,0,0,0,0
2019-07-11,10,-0.012440000000000001,0,0,0,2,0,0,0,0,0,0
2019-07-10,10,0.14388,0,0,0,0,0,0,0,0,0,0
2019-07-09,18,0.2495555555555555,0,0,0,0,0,0,0,0,0,0
2019-07-08,12,0.2814666666666667,0,0,0,0,0,0,0,0,2,0
2019-07-07,4,0.3464499999999999,0,0,0,0,0,0,0,0,0,0
2019-07-06,4,0.5628,0,0,0,0,0,0,0,0,2,0
2019-07-05,14,0.27399999999999997,0,0,0,0,0,0,0,0,2,0
2019-07-04,14,0.27644285714285716,0,0,0,0,0,0,0,0,2,0
2019-07-03,18,-0.02282222222222222,0,0,0,0,0,0,0,0,2,0
2019-07-02,18,0.012566666666666667,0,0,0,2,0,0,0,0,0,0
2019-07-01,22,0.24753636363636364,0,0,0,0,2,0,0,0,0,0
2019-06-30,12,-0.08854999999999998,0,0,0,0,0,0,0,0,2,0
2019-06-29,6,0.21193333333333333,0,0,0,2,0,0,0,0,2,0
2019-06-28,26,0.18403846153846154,0,0,0,0,0,0,0,0,0,0
2019-06-27,48,0.1590958333333333,0,0,0,0,0,0,0,0,0,0
2019-06-26,58,0.08617586206896553,0,0,0,0,0,0,0,0,2,0
2019-06-25,44,0.07832272727272728,0,0,2,2,0,0,0,0,0,0
2019-06-24,18,-0.07015555555555557,0,0,2,0,0,0,0,0,0,0
2019-06-23,20,0.007729999999999998,0,0,0,2,0,0,0,0,0,0
2019-06-22,50,0.219784,0,0,0,0,0,0,0,0,0,0
2019-06-21,22,-0.028536363636363634,0,0,2,0,0,0,0,0,0,0
2019-06-20,12,0.23558333333333337,0,0,0,0,0,0,0,0,0,0
2019-06-19,22,0.38550909090909097,0,0,2,0,2,2,0,0,0,0
2019-06-18,26,0.1907692307692308,0,0,0,0,0,0,0,0,2,0
2019-06-17,26,0.36743076923076917,0,0,2,0,0,0,0,0,0,0
2019-06-16,18,0.24847777777777783,0,0,0,2,0,0,0,0,2,0
2019-06-15,24,0.3603166666666667,0,0,0,0,0,0,0,0,0,0
2019-06-14,12,0.39365,0,0,0,0,0,0,0,0,2,0
2019-06-13,18,0.21846666666666664,0,0,0,0,0,0,0,0,0,0
2019-06-12,18,0.09887777777777777,0,0,0,0,0,0,0,0,0,0
2019-06-11,14,0.0521142857142857,0,0,0,2,0,0,0,0,0,0
2019-06-10,14,0.18782857142857143,0,0,0,0,0,0,0,0,0,0
2019-06-09,2,0.2714,0,0,0,0,0,0,0,0,0,0
2019-06-08,8,0.387825,0,0,0,0,2,0,0,0,0,0
2019-06-07,12,-0.22048333333333334,0,0,0,0,0,0,0,0,0,0
2019-06-06,10,0.11495999999999999,0,0,0,0,0,0,2,0,0,0
2019-06-05,8,0.562375,0,0,0,0,0,0,0,0,0,0
2019-06-04,32,0.11010625000000003,0,0,2,0,0,0,0,0,0,0
2019-06-03,8,0.40022500000000005,0,0,0,0,0,0,0,0,2,0
2019-06-02,4,0.45855,0,0,0,0,0,0,0,0,0,0
2019-06-01,4,0.27115,0,0,0,0,0,0,0,0,0,0
2019-05-31,30,0.22707333333333338,0,0,0,0,4,0,0,0,0,0
2019-05-30,20,0.11559000000000001,0,0,0,0,2,0,0,0,0,0
2019-05-29,18,0.039844444444444446,0,0,0,0,0,0,0,0,2,0
2019-05-28,14,0.4383714285714286,0,0,0,0,0,0,0,0,0,0
2019-05-27,22,0.26223636363636366,0,0,0,0,2,0,0,0,4,0
2019-05-26,12,0.19596666666666665,0,0,0,0,0,0,0,0,0,0
2019-05-25,6,0.23290000000000002,0,0,0,0,0,0,0,0,2,0
2019-05-24,20,0.05305,0,0,0,0,0,2,0,0,0,0
2019-05-23,20,0.24149999999999996,0,0,0,0,0,0,0,0,0,0
2019-05-22,40,0.48092500000000005,0,0,2,0,0,0,0,0,0,0
2019-05-21,20,0.14788,0,0,2,0,0,0,0,0,0,0
2019-05-20,12,0.08216666666666668,0,0,0,0,0,0,0,0,0,0
2019-05-19,16,-0.15057500000000001,0,0,0,0,0,0,0,0,0,0
2019-05-18,4,0.3483,0,0,0,0,2,0,0,0,0,0
2019-05-17,24,0.14979166666666663,0,0,0,0,0,0,0,0,0,0
2019-05-16,26,0.31076153846153853,0,0,0,2,2,0,0,0,0,0
2019-05-15,30,0.21194666666666664,0,0,0,0,4,0,0,0,0,0
2019-05-14,30,0.07855333333333334,0,0,0,2,2,0,0,0,0,0
2019-05-13,52,0.22887692307692312,0,0,0,0,4,0,0,0,0,0
2019-05-12,16,0.039262500000000006,0,0,0,0,0,0,0,0,0,0
2019-05-11,12,0.04523333333333333,0,0,0,0,0,0,0,0,0,0
2019-05-10,14,0.14272857142857143,0,0,0,0,0,0,0,0,0,0
