date,tweet_count,daily_sent,narendramodi,amitshah,eos,brendanblumer,ryangirdusky,sentedcruz,elienyc,binance,whcos,yamiche
2020-05-21,48,0.053366666666666646,0,0,0,0,0,0,0,1,0,0
2020-05-20,104,0.10046153846153846,0,0,1,1,0,0,0,0,0,0
2020-05-19,88,0.2020727272727272,0,0,1,0,0,0,0,1,0,0
2020-05-18,32,0.38352499999999995,0,0,0,0,0,0,0,1,0,0
2020-05-17,72,0.1491,0,0,0,1,0,0,0,1,0,0
2020-05-16,40,0.15538000000000013,0,0,0,0,0,0,0,1,0,0
2020-05-15,112,0.3058714285714286,0,0,0,1,0,0,0,1,0,0
2020-05-14,88,0.2393727272727273,0,0,0,0,0,0,0,1,0,0
2020-05-13,64,0.13862500000000003,0,0,1,0,0,0,0,0,0,0
2020-05-12,56,0.02428571428571429,0,0,0,0,0,0,0,1,0,0
2020-05-11,104,0.17030769230769227,0,0,0,0,0,0,0,1,0,0
2020-05-10,88,0.1412636363636364,0,0,0,1,0,0,0,0,0,0
2020-05-09,80,0.2903100000000002,0,0,0,1,0,0,0,1,0,0
2020-05-08,72,0.2893111111111112,0,0,1,0,0,0,0,1,0,0
2020-05-07,72,0.2570111111111111,0,0,0,1,0,0,0,1,0,0
2020-05-06,72,0.25797777777777775,0,0,0,0,0,0,0,0,0,0
2020-05-05,88,0.08736363636363632,0,0,0,0,0,0,0,1,0,0
2020-05-04,72,0.20571111111111104,0,0,0,1,0,0,0,0,0,0
2020-05-03,40,0.040459999999999996,0,0,0,0,0,0,0,1,0,0
2020-05-02,56,0.28774285714285713,0,0,1,1,0,0,0,1,0,0
2020-05-01,104,0.23054615384615382,0,0,1,0,0,0,0,1,0,0
2020-04-30,112,0.27051428571428565,0,0,0,0,0,0,0,1,0,0
2020-04-29,160,0.13766,0,0,0,0,0,0,0,1,0,0
2020-04-28,120,0.21529333333333345,0,0,0,0,0,0,0,1,0,0
2020-04-27,64,0.2877125,0,0,0,0,0,0,0,0,0,0
2020-04-26,56,0.5840428571428573,0,0,0,0,0,0,0,0,0,0
2020-04-25,32,0.337725,0,0,0,0,0,0,0,1,0,0
2020-04-24,88,0.2,0,0,1,0,0,0,0,0,0,0
2020-04-23,64,-0.011137499999999979,0,0,0,0,0,0,0,0,0,0
2020-04-22,96,0.029675000000000007,0,0,0,0,0,0,0,1,0,0
2020-04-21,152,0.053942105263157916,0,0,1,0,0,0,0,0,0,0
2020-04-20,120,0.14579999999999996,0,0,0,0,0,0,0,0,0,0
2020-04-19,48,0.25838333333333324,0,0,0,0,0,0,0,1,0,0
2020-04-18,16,0.10114999999999999,0,0,0,1,0,0,0,1,0,0
2020-04-17,88,0.2591272727272727,0,0,0,1,0,0,0,0,0,0
2020-04-16,56,0.36005714285714296,0,0,0,1,0,0,0,0,0,0
2020-04-15,32,0.07069999999999999,0,0,0,0,0,0,0,0,0,0
2020-04-14,56,0.13824285714285714,0,0,0,0,0,0,0,0,0,0
2020-04-13,56,0.10098571428571428,0,0,0,0,0,0,0,1,0,0
2020-04-12,64,0.327,0,0,0,0,0,0,0,0,0,0
2020-04-11,56,0.416042857142857,0,0,0,0,0,0,0,1,0,0
2020-04-10,24,0.44993333333333335,0,0,0,0,0,0,0,1,0,0
2020-04-09,64,0.3067750000000001,0,0,0,0,0,0,0,0,0,0
2020-04-08,48,0.2979833333333333,0,0,0,0,0,0,0,1,0,0
2020-04-07,88,0.40820909090909085,0,0,1,1,0,0,0,0,0,0
2020-04-06,56,0.1782142857142857,0,0,0,0,0,0,0,1,0,0
2020-04-05,32,0.30439999999999995,0,0,0,0,0,0,0,1,0,0
2020-04-04,24,0.07310000000000001,0,0,0,0,0,0,0,0,0,0
2020-04-03,80,0.25196,0,0,0,1,0,0,0,1,0,0
2020-04-02,40,0.3501200000000002,0,0,0,0,0,0,0,0,0,0
2020-04-01,48,0.40581666666666655,0,0,1,0,0,0,0,0,0,0
2020-03-31,56,0.14388571428571426,0,0,0,0,0,0,0,1,0,0
2020-03-30,48,0.18379999999999996,0,0,0,0,0,0,0,0,0,0
2020-03-29,16,0.4566499999999999,0,0,0,0,0,0,0,0,0,0
2020-03-28,16,0.33055000000000007,0,0,0,0,0,0,0,1,0,0
2020-03-27,64,0.16108749999999997,0,0,0,0,0,0,0,0,0,0
2020-03-26,40,0.42978000000000016,0,0,1,1,0,0,0,0,0,0
2020-03-25,40,0.38494,0,0,0,0,0,0,0,1,0,0
2020-03-24,72,0.05622222222222225,0,0,0,0,0,0,0,1,0,0
2020-03-23,56,0.0316142857142857,0,0,0,0,0,0,0,1,0,0
2020-03-22,16,0.13964999999999997,0,0,0,0,0,0,0,1,0,0
2020-03-21,72,0.2393555555555555,0,0,0,0,0,0,0,1,0,0
2020-03-20,32,0.5112750000000001,0,0,0,0,0,0,0,0,0,0
2020-03-19,96,0.14024999999999999,0,0,0,0,0,0,0,1,0,0
2020-03-18,64,0.4517625,0,0,0,1,0,0,0,1,0,0
2020-03-17,80,0.18807000000000001,0,0,0,0,0,0,0,1,0,0
2020-03-16,40,0.11056000000000002,0,0,0,0,0,0,0,0,0,0
2020-03-15,112,0.26676428571428557,0,0,0,1,0,0,0,0,0,0
2020-03-14,16,0.41765,0,0,0,0,0,0,0,0,0,0
2020-03-13,89,0.074723595505618,0,0,0,0,0,0,0,0,0,0
2020-03-12,48,0.24578333333333335,0,0,1,0,0,0,0,0,0,0
2020-03-11,88,0.47509090909090906,0,0,0,1,0,0,0,1,0,0
2020-03-10,56,0.43040000000000006,0,0,0,0,0,0,0,0,0,0
2020-03-09,40,0.25898000000000004,0,0,1,0,0,0,0,0,0,0
2020-03-08,16,0.1591,0,0,0,0,0,0,0,0,0,0
2020-03-07,24,0.4551,0,0,1,0,0,0,0,0,0,0
2020-03-06,57,0.46903508771929836,0,0,0,0,0,0,0,0,0,0
2020-03-05,16,0.2883,0,0,0,0,0,0,0,0,0,0
2020-03-04,40,0.04947999999999998,0,0,1,0,0,0,0,0,0,0
2020-03-03,88,0.16883636363636373,0,0,0,1,0,0,0,0,0,0
2020-03-02,56,0.13760000000000003,0,0,1,0,0,0,0,0,0,0
2020-03-01,24,0.4562,0,0,1,0,0,0,0,0,0,0
2020-02-29,40,0.04044,0,0,0,0,0,0,0,0,0,0
2020-02-28,56,0.08805714285714286,0,0,0,0,0,0,0,0,0,0
2020-02-27,88,0.10323636363636363,0,0,0,0,0,0,0,0,0,0
2020-02-26,72,0.2727777777777776,0,0,1,1,0,0,0,0,0,0
2020-02-25,168,0.33249523809523795,0,0,0,1,0,0,0,0,0,0
2020-02-24,64,0.22136249999999993,0,0,0,1,0,0,0,0,0,0
2020-02-23,72,0.07314444444444441,0,0,1,1,0,0,0,0,0,0
2020-02-22,80,0.25429,0,0,0,0,0,0,0,0,0,0
2020-02-21,72,0.32972222222222225,0,0,1,1,0,0,0,0,0,0
2020-02-20,40,0.027360000000000002,0,0,0,0,0,0,0,0,0,0
2020-02-19,192,0.14926250000000005,0,0,1,1,0,0,0,1,0,0
2020-02-18,80,0.24801,0,0,0,0,0,0,0,1,0,0
2020-02-17,88,0.3229909090909091,0,0,0,0,0,0,0,0,0,0
2020-02-16,32,0.31079999999999997,0,0,0,1,0,0,0,0,0,0
2020-02-15,64,0.3248875,0,0,0,1,0,0,0,0,0,0
2020-02-14,72,0.2300666666666667,0,0,0,0,0,0,0,0,0,0
2020-02-13,256,0.16457812500000002,0,0,0,0,0,0,0,0,0,0
2020-02-12,72,-0.043511111111111125,0,0,0,0,0,0,0,0,0,0
2020-02-11,128,0.061243749999999965,0,0,0,1,0,0,0,0,0,0
2020-02-10,56,0.3194714285714286,0,0,0,0,0,0,0,0,0,0
2020-02-09,32,0.09545000000000001,0,0,0,0,0,0,0,0,0,0
2020-02-08,40,0.29917999999999995,0,0,1,1,0,0,0,0,0,0
2020-02-07,64,-0.0532,0,0,0,1,0,0,0,0,0,0
2020-02-06,24,-0.33729999999999993,0,0,0,1,0,0,0,0,0,0
2020-02-05,48,0.28775,0,0,1,0,0,0,0,0,0,0
2020-02-04,56,0.48414285714285726,0,0,0,0,0,0,0,0,0,0
2020-02-03,56,0.14407142857142863,0,0,0,0,0,0,0,1,0,0
2020-02-02,32,0.39749999999999996,0,0,0,0,0,0,0,0,0,0
2020-02-01,72,0.5021666666666664,0,0,1,1,0,0,0,0,0,0
2020-01-31,32,0.13865000000000002,0,0,0,1,0,0,0,0,0,0
2020-01-30,128,0.48900625000000025,0,0,0,1,0,0,0,0,0,0
2020-01-29,128,0.22321249999999992,0,0,0,0,0,0,0,0,0,0
2020-01-28,56,0.1366428571428572,0,0,0,0,0,0,0,0,0,0
2020-01-27,80,0.3001199999999999,0,0,0,0,0,0,0,0,0,0
2020-01-26,8,-0.40030000000000004,0,0,1,0,0,0,0,0,0,0
2020-01-25,16,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-24,24,0.10096666666666664,0,0,0,0,0,0,0,0,0,0
2020-01-23,72,0.16714444444444448,0,0,0,0,0,0,0,0,0,0
2020-01-22,48,0.13465000000000002,0,0,1,0,0,0,0,0,0,0
2020-01-21,88,0.11969999999999996,0,0,1,0,0,0,0,0,0,0
2020-01-20,24,0.2522666666666667,0,0,0,0,0,0,0,0,0,0
2020-01-19,24,0.21989999999999998,0,0,0,0,0,0,0,0,0,0
2020-01-18,72,0.3627333333333335,0,0,1,0,0,0,0,0,0,0
2020-01-17,120,0.24757999999999997,0,0,1,0,0,0,0,0,0,0
2020-01-16,72,0.32400000000000007,0,0,0,0,0,0,0,0,0,0
2020-01-15,40,0.3254800000000001,0,0,0,0,0,0,0,0,0,0
2020-01-14,56,0.3573857142857143,0,0,0,0,0,0,0,0,0,0
2020-01-13,64,0.07538750000000001,0,0,0,0,0,0,0,1,0,0
2020-01-12,80,0.02525,0,0,1,0,0,0,0,0,0,0
2020-01-11,40,0.3534,0,0,0,0,0,0,0,0,0,0
2020-01-10,80,0.20885000000000004,0,0,0,1,0,0,0,1,0,0
2020-01-09,136,0.18552941176470583,0,0,1,1,0,0,0,0,0,0
2020-01-08,80,0.2727100000000001,0,0,0,0,0,0,0,1,0,0
2020-01-07,185,0.025144864864864863,0,0,0,0,0,0,0,1,0,0
2020-01-06,32,0.4292749999999998,0,0,0,0,0,0,0,0,0,0
2020-01-05,24,-0.12040000000000002,0,0,0,0,0,0,0,0,0,0
2020-01-04,48,0.17623333333333335,0,0,0,0,0,0,0,0,0,0
2020-01-03,48,0.23918333333333333,0,0,1,0,0,0,0,0,0,0
2020-01-02,64,0.14202500000000004,0,0,0,0,0,0,0,0,0,0
2020-01-01,32,0.512175,0,0,1,0,0,0,0,0,0,0
2019-12-31,32,0.7858750000000001,0,0,0,0,0,0,0,0,0,0
2019-12-30,32,0.17022500000000002,0,0,1,0,0,0,0,0,0,0
2019-12-29,40,0.32238,0,0,0,1,0,0,0,0,0,0
2019-12-28,64,0.36405000000000004,0,0,0,1,0,0,0,0,0,0
2019-12-27,80,0.32253,0,0,0,0,0,0,0,0,0,0
2019-12-26,32,0.2714,0,0,1,0,0,0,0,0,0,0
2019-12-25,24,0.5539999999999999,0,0,0,1,0,0,0,0,0,0
2019-12-23,64,0.37512499999999993,0,0,0,0,0,0,0,0,0,0
2019-12-22,32,0.07030000000000002,0,0,0,0,0,0,0,0,0,0
2019-12-21,40,0.23601999999999998,0,0,0,0,0,0,0,0,0,0
2019-12-20,16,-0.012899999999999998,0,0,0,0,0,0,0,0,0,0
2019-12-19,24,0.1387666666666667,0,0,0,0,0,0,0,0,0,0
2019-12-18,64,0.21512500000000007,0,0,1,1,0,0,0,0,0,0
2019-12-17,48,0.07815000000000003,0,0,1,0,0,0,0,0,0,0
2019-12-16,120,0.24690666666666672,0,0,0,1,0,0,0,0,0,0
2019-12-15,56,0.31849999999999995,0,0,0,1,0,0,0,0,0,0
2019-12-14,24,0.5703,0,0,0,0,0,0,0,0,0,0
2019-12-13,64,0.13453749999999998,0,0,0,0,0,0,0,0,0,0
2019-12-12,48,0.12138333333333333,0,0,0,0,0,0,0,0,0,0
2019-12-11,48,0.08691666666666668,0,0,0,1,0,0,0,0,0,0
2019-12-10,104,0.10852307692307692,0,0,1,0,0,0,0,0,0,0
2019-12-09,64,0.25728749999999995,0,0,0,0,0,0,0,0,0,0
2019-12-08,32,0.10007500000000001,0,0,0,0,0,0,0,0,0,0
2019-12-07,24,0.6066666666666667,0,0,0,0,0,0,0,0,0,0
2019-12-06,72,0.2336999999999999,0,0,0,0,0,0,0,0,0,0
2019-12-05,64,0.2915875,0,0,0,0,0,0,0,0,0,0
2019-12-04,64,-0.09799999999999998,0,0,0,0,0,0,0,0,0,0
2019-12-03,80,0.3300900000000001,0,0,0,0,0,0,0,0,0,0
2019-12-02,56,0.5204571428571428,0,0,1,0,0,0,0,0,0,0
2019-12-01,40,0.4640599999999999,0,0,0,0,0,0,0,0,0,0
2019-11-30,48,0.11353333333333328,0,0,0,0,0,0,0,0,0,0
2019-11-29,33,-0.045724242424242424,0,0,0,0,0,0,0,0,0,0
2019-11-28,104,0.10699230769230764,0,0,1,0,0,0,0,0,0,0
2019-11-27,40,0.1725,0,0,0,0,0,0,0,0,0,0
2019-11-26,40,0.4668399999999999,0,0,0,0,0,0,0,0,0,0
2019-11-25,24,-0.16373333333333334,0,0,0,0,0,0,0,0,0,0
2019-11-24,24,-0.2918000000000001,0,0,0,0,0,0,0,0,0,0
2019-11-23,48,0.012949999999999998,0,0,1,0,0,0,0,0,0,0
2019-11-22,56,0.36301428571428584,0,0,0,0,0,0,0,0,0,0
2019-11-21,40,0.28804,0,0,0,0,0,0,0,0,0,0
2019-11-20,24,0.21989999999999998,0,0,0,0,0,0,0,0,0,0
2019-11-19,48,0.258,0,0,0,1,0,0,0,0,0,0
2019-11-18,88,0.15653636363636367,0,0,1,0,0,0,0,0,0,0
2019-11-17,24,0.19283333333333333,0,0,0,1,0,0,0,0,0,0
2019-11-16,48,-0.3218166666666666,0,0,0,0,0,0,0,0,0,0
2019-11-15,72,0.2684444444444445,0,0,0,1,0,0,0,0,0,0
2019-11-14,24,-0.2839,0,0,0,0,0,0,0,0,0,0
2019-11-13,24,0.45880000000000004,0,0,0,0,0,0,0,0,0,0
2019-11-12,40,0.22570000000000007,0,0,0,0,0,0,0,0,0,0
2019-11-11,56,-0.031871428571428585,0,0,0,0,0,0,0,0,0,0
2019-11-10,40,0.26890000000000003,0,0,1,0,0,0,0,0,0,0
2019-11-09,32,-0.16215,0,0,0,0,0,0,0,0,0,0
2019-11-08,64,0.18738750000000004,0,0,1,0,0,0,0,0,0,0
2019-11-07,32,0.26787500000000003,0,0,0,0,0,0,0,1,0,0
2019-11-06,80,0.42134,0,0,0,0,0,0,0,0,0,0
2019-11-05,32,-0.22602499999999998,0,0,0,0,0,0,0,0,0,0
2019-11-04,48,0.15520000000000003,0,0,0,0,0,0,0,0,0,0
2019-11-03,24,0.3829333333333333,0,0,0,0,0,0,0,0,0,0
2019-11-02,48,0.6029333333333332,0,0,0,0,0,0,0,0,0,0
2019-11-01,32,0.4229999999999998,0,0,0,0,0,0,0,0,0,0
2019-10-31,40,0.2424,0,0,0,0,0,0,0,0,0,0
2019-10-30,72,0.38286666666666663,0,0,1,0,0,0,0,0,0,0
2019-10-29,24,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-28,32,0.186075,0,0,0,0,0,0,0,0,0,0
2019-10-27,24,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-26,8,-0.296,0,0,0,0,0,0,0,0,0,0
2019-10-25,32,0.283775,0,0,0,0,0,0,0,0,0,0
2019-10-24,200,0.2445439999999999,0,0,1,1,0,0,0,0,0,0
2019-10-23,40,0.15298,0,0,0,0,0,0,0,0,0,0
2019-10-22,64,0.6098250000000002,0,0,1,0,0,0,0,0,0,0
2019-10-21,16,0.4428,0,0,0,0,0,0,0,0,0,0
2019-10-20,16,-0.30205,0,0,0,0,0,0,0,0,0,0
2019-10-19,16,-0.08274999999999998,0,0,0,0,0,0,0,0,0,0
2019-10-18,64,0.38265000000000016,0,0,0,0,0,0,0,0,0,0
2019-10-17,80,0.3411400000000003,0,0,0,0,0,0,0,0,0,0
2019-10-16,32,0.28364999999999996,0,0,1,0,0,0,0,0,0,0
2019-10-15,56,0.20822857142857143,0,0,0,0,0,0,0,0,0,0
2019-10-14,40,0.3099,0,0,0,0,0,0,0,0,0,0
2019-10-13,24,0.02886666666666667,0,0,0,0,0,0,0,0,0,0
2019-10-12,48,-0.044649999999999974,0,0,0,0,0,0,0,0,0,0
2019-10-11,72,0.06509999999999999,0,0,0,0,0,0,0,0,0,0
2019-10-10,56,0.21807142857142867,0,0,0,0,0,0,0,0,0,0
2019-10-09,56,0.2209142857142857,0,0,0,0,0,0,0,0,0,0
2019-10-08,80,-0.10533,0,0,0,0,0,0,0,0,0,0
2019-10-07,72,0.46972222222222243,0,0,0,0,0,0,0,1,0,0
2019-10-06,40,-0.17476,0,0,0,0,0,0,0,0,0,0
2019-10-04,48,-0.027333333333333338,0,0,0,1,0,0,0,0,0,0
2019-10-03,16,0.8464,0,0,1,0,0,0,0,0,0,0
2019-10-02,40,0.29746,0,0,0,0,0,0,0,0,0,0
2019-10-01,224,-0.016425000000000002,0,0,0,0,0,0,0,0,0,0
2019-09-30,48,0.19231666666666666,0,0,0,0,0,0,0,0,0,0
2019-09-29,32,0.21097499999999997,0,0,1,0,0,0,0,0,0,0
2019-09-28,8,0.27320000000000005,0,0,0,0,0,0,0,0,0,0
2019-09-27,48,0.05973333333333333,0,0,1,1,0,0,0,0,0,0
2019-09-26,80,0.31976000000000004,0,0,0,1,0,0,0,0,0,0
2019-09-25,96,0.25045,0,0,0,1,0,0,0,0,0,0
2019-09-24,64,0.16017499999999996,0,0,1,1,0,0,0,0,0,0
2019-09-23,64,0.2609499999999999,0,0,1,1,0,0,0,1,0,0
2019-09-22,56,0.35920000000000013,0,0,0,0,0,0,0,0,0,0
2019-09-21,168,0.18269047619047601,0,0,0,1,0,0,0,0,0,0
2019-09-20,72,0.07191111111111109,0,0,0,1,0,0,0,0,0,0
2019-09-19,112,0.201,0,0,0,1,0,0,0,0,0,0
2019-09-18,32,0.41979999999999995,0,0,0,0,0,0,0,0,0,0
2019-09-17,40,0.21755999999999992,0,0,0,1,0,0,0,0,0,0
2019-09-16,56,-0.05280000000000001,0,0,0,1,0,0,0,0,0,0
2019-09-15,104,0.40023846153846143,0,0,0,1,0,0,0,0,0,0
2019-09-14,64,0.3654625,0,0,1,0,0,0,0,0,0,0
2019-09-13,24,0.2651666666666666,0,0,1,0,0,0,0,0,0,0
2019-09-12,40,0.30818000000000006,0,0,0,0,0,0,0,0,0,0
2019-09-11,16,0.02629999999999999,0,0,0,0,0,0,0,0,0,0
2019-09-10,32,0.35887499999999994,0,0,0,0,0,0,0,0,0,0
2019-09-09,64,0.28364999999999996,0,0,0,0,0,0,0,0,0,0
2019-09-08,24,0.23013333333333338,0,0,0,0,0,0,0,0,0,0
2019-09-07,48,0.0870333333333333,0,0,0,0,0,0,0,0,0,0
2019-09-06,40,-0.10728,0,0,0,0,0,0,0,0,0,0
2019-09-05,56,0.3209714285714286,0,0,0,0,0,0,0,0,0,0
2019-09-04,64,0.3388124999999999,0,0,1,0,0,0,0,0,0,0
2019-09-03,56,0.3287428571428571,0,0,0,0,0,0,0,0,0,0
2019-09-02,56,0.29542857142857143,0,0,0,0,0,0,0,0,0,0
2019-09-01,32,0.198725,0,0,0,0,0,0,0,0,0,0
2019-08-31,48,0.2320500000000001,0,0,0,0,0,0,0,0,0,0
2019-08-30,40,0.4718800000000001,0,0,0,0,0,0,0,0,0,0
2019-08-29,72,0.06567777777777778,0,0,0,0,0,0,0,0,0,0
2019-08-28,296,0.21785945945945934,0,0,0,0,0,0,0,0,0,0
2019-08-27,64,0.14103750000000004,0,0,0,0,0,0,0,0,0,0
2019-08-26,40,0.5137600000000001,0,0,1,0,0,0,0,0,0,0
2019-08-25,16,0.3243,0,0,0,0,0,0,0,0,0,0
2019-08-24,24,0.24483333333333326,0,0,0,1,0,0,0,0,0,0
2019-08-23,88,0.2189454545454546,0,0,0,1,0,0,0,0,0,0
2019-08-22,40,-0.18028000000000005,0,0,0,0,0,0,0,0,0,0
2019-08-21,32,0.199,0,0,1,0,0,0,0,0,0,0
2019-08-20,88,0.22274545454545455,0,0,0,0,0,0,0,0,0,0
2019-08-19,48,0.04630000000000001,0,0,0,0,0,0,0,0,0,0
2019-08-18,32,0.135575,0,0,0,0,0,0,0,0,0,0
2019-08-17,32,-0.003574999999999995,0,0,0,0,0,0,0,0,0,0
2019-08-16,64,0.46144999999999997,0,0,1,0,0,0,0,0,0,0
2019-08-15,48,0.03401666666666667,0,0,0,0,0,0,0,0,0,0
2019-08-14,96,0.15398333333333342,0,0,0,0,0,0,0,0,0,0
2019-08-13,56,0.31862857142857137,0,0,0,0,0,0,0,0,0,0
2019-08-12,88,0.16179999999999992,0,0,1,0,0,0,0,0,0,0
2019-08-11,32,0.319475,0,0,0,1,0,0,0,0,0,0
2019-08-10,32,0.19650000000000004,0,0,0,0,0,0,0,0,0,0
2019-08-09,56,-0.05745714285714286,0,0,0,0,0,0,0,0,0,0
2019-08-08,32,0.24517499999999995,0,0,0,0,0,0,0,0,0,0
2019-08-07,48,0.2011333333333334,0,0,0,1,0,0,0,0,0,0
2019-08-06,56,0.3413142857142858,0,0,0,0,0,0,0,0,0,0
2019-08-05,16,0.4310999999999999,0,0,0,0,0,0,0,0,0,0
2019-08-04,16,0.012899999999999998,0,0,0,0,0,0,0,0,0,0
2019-08-03,32,-0.19872499999999993,0,0,0,0,0,0,0,0,0,0
2019-08-02,24,0.26719999999999994,0,0,0,0,0,0,0,0,0,0
2019-08-01,96,0.2778416666666666,0,0,1,0,0,0,0,0,0,0
2019-07-31,80,0.30167000000000005,0,0,0,0,0,0,0,0,0,0
2019-07-30,120,0.20713333333333328,0,0,1,0,0,0,0,0,0,0
2019-07-29,72,0.23364444444444438,0,0,0,0,0,0,0,0,0,0
2019-07-28,16,0.07655,0,0,0,0,0,0,0,0,0,0
2019-07-27,24,0.26436666666666664,0,0,0,0,0,0,0,0,0,0
2019-07-26,32,-0.35529999999999995,0,0,0,0,0,0,0,0,0,0
2019-07-25,80,0.20827999999999997,0,0,0,0,0,0,0,0,0,0
2019-07-24,72,0.2859999999999999,0,0,1,0,0,0,0,0,0,0
2019-07-23,48,-0.17450000000000002,0,0,1,0,0,0,0,0,0,0
2019-07-22,40,0.27058000000000004,0,0,0,0,0,0,0,1,0,0
2019-07-21,8,-0.5587999999999999,0,0,0,0,0,0,0,0,0,0
2019-07-20,40,0.13832000000000003,0,0,0,0,0,0,0,0,0,0
2019-07-19,24,0.1117666666666667,0,0,0,0,0,0,0,0,0,0
2019-07-18,32,0.272225,0,0,0,0,0,0,0,0,0,0
2019-07-17,40,0.4222599999999999,0,0,0,0,0,0,0,0,0,0
2019-07-16,80,0.49381,0,0,1,0,0,0,0,0,0,0
2019-07-15,72,0.15877777777777774,0,0,1,0,0,0,0,0,0,0
2019-07-14,64,-0.01621249999999999,0,0,0,0,0,0,0,0,0,0
2019-07-13,32,0.46129999999999977,0,0,0,0,0,0,0,0,0,0
2019-07-12,24,0.10939999999999998,0,0,0,0,0,0,0,0,0,0
2019-07-11,32,0.34319999999999995,0,0,0,0,0,0,0,0,0,0
2019-07-10,24,0.17746666666666666,0,0,0,0,0,0,0,0,0,0
2019-07-09,96,0.21729166666666666,0,0,0,0,0,0,0,0,0,0
2019-07-08,8,0.0,0,0,0,0,0,0,0,0,0,0
2019-07-07,16,0.0,0,0,0,0,0,0,0,0,0,0
2019-07-06,40,0.31849999999999995,0,0,0,0,0,0,0,0,0,0
2019-07-05,48,0.1971333333333333,0,0,0,0,0,0,0,0,0,0
2019-07-04,40,0.34886000000000006,0,0,0,0,0,0,0,0,0,0
2019-07-03,32,0.06975,0,0,0,0,0,0,0,0,0,0
2019-07-02,24,0.15843333333333331,0,0,0,0,0,0,0,0,0,0
2019-07-01,8,0.92,0,0,1,0,0,0,0,0,0,0
2019-06-30,32,0.48104999999999987,0,0,0,0,0,0,0,0,0,0
2019-06-29,88,0.13740909090909087,0,0,0,0,0,0,0,0,0,0
2019-06-28,51,0.1663607843137255,0,0,0,0,0,0,0,0,0,0
2019-06-27,24,0.008599999999999998,0,0,1,0,0,0,0,0,0,0
2019-06-26,112,0.267457142857143,0,0,1,0,0,0,0,0,0,0
2019-06-25,72,0.3079666666666667,0,0,1,0,0,0,0,0,0,0
2019-06-24,32,0.15865,0,0,0,0,0,0,0,0,0,0
2019-06-23,56,0.31241428571428564,0,0,0,0,0,0,0,0,0,0
2019-06-22,24,0.16990000000000002,0,0,0,0,0,0,0,0,0,0
2019-06-21,56,0.45848571428571444,0,0,0,1,0,0,0,0,0,0
2019-06-20,48,0.19535000000000002,0,0,0,0,0,0,0,0,0,0
2019-06-19,40,0.4379200000000001,0,0,0,0,0,0,0,0,0,0
2019-06-18,8,0.4573999999999999,0,0,0,0,0,0,0,0,0,0
2019-06-17,32,0.11407499999999998,0,0,1,0,0,0,0,0,0,0
2019-06-16,32,0.34462499999999996,0,0,0,0,0,0,0,0,0,0
2019-06-15,40,0.34232,0,0,0,0,0,0,0,0,0,0
2019-06-14,40,0.15126,0,0,0,0,0,0,0,0,0,0
2019-06-13,64,0.10548750000000001,0,0,0,0,0,0,0,0,0,0
2019-06-12,32,-0.18172499999999997,0,0,0,0,0,0,0,0,0,0
2019-06-11,64,0.1812125,0,0,0,0,0,0,0,0,0,0
2019-06-10,32,0.051925,0,0,0,0,0,0,0,0,0,0
2019-06-09,80,-0.07905999999999999,0,0,0,0,0,0,0,0,0,0
2019-06-08,32,0.30135000000000006,0,0,0,1,0,0,0,0,0,0
2019-06-07,32,0.307925,0,0,0,0,0,0,0,0,0,0
2019-06-06,32,0.107375,0,0,0,0,0,0,0,0,0,0
2019-06-05,48,0.18436666666666676,0,0,1,0,0,0,0,0,0,0
2019-06-04,72,0.3077555555555554,0,0,1,0,0,0,0,0,0,0
2019-06-03,56,0.39222857142857154,0,0,0,1,0,0,0,0,0,0
2019-06-02,56,0.3444428571428571,0,0,1,1,0,0,0,0,0,0
2019-06-01,56,0.21208571428571435,0,0,0,1,0,0,0,0,0,0
2019-05-31,88,0.36992727272727266,0,0,0,0,0,0,0,0,0,0
2019-05-30,80,0.20317999999999997,0,0,0,1,0,0,0,0,0,0
2019-05-29,48,0.3753166666666668,0,0,1,0,0,0,0,0,0,0
2019-05-28,88,0.3570909090909091,0,0,1,0,0,0,0,0,0,0
2019-05-27,184,0.22673913043478275,0,0,1,0,0,0,0,0,0,0
2019-05-26,32,0.34425,0,0,0,0,0,0,0,0,0,0
2019-05-24,56,0.1497714285714286,0,0,0,0,0,0,0,0,0,0
2019-05-23,64,0.5199749999999999,0,0,0,0,0,0,0,0,0,0
2019-05-22,80,0.09934000000000001,0,0,0,1,0,0,0,0,0,0
2019-05-21,24,0.3261666666666667,0,0,0,0,0,0,0,0,0,0
2019-05-20,40,-0.06258,0,0,0,0,0,0,0,0,0,0
2019-05-19,16,0.585,0,0,0,0,0,0,0,0,0,0
2019-05-18,32,-0.11470000000000001,0,0,0,0,0,0,0,0,0,0
2019-05-17,96,0.09816666666666668,0,0,0,1,0,0,0,0,0,0
2019-05-16,56,0.049628571428571425,0,0,0,1,0,0,0,0,0,0
2019-05-15,56,0.14111428571428572,0,0,1,0,0,0,0,0,0,0
2019-05-14,152,0.40628947368421064,0,0,1,0,0,0,0,0,0,0
2019-05-13,80,0.16790999999999998,0,0,0,1,0,0,0,0,0,0
2019-05-12,24,0.33113333333333334,0,0,0,0,0,0,0,0,0,0
